StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q91,Q93,Q3.1,Q3.2,Q4.2,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q8.1_1,Q8.1_2,Q8.1_3,Q8.1_4,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q11.1_1,Q11.1_2,Q11.1_3,Q11.1_4,Q12.1_1,Q12.1_2,Q12.1_3,Q12.1_4,Q13.1_1,Q13.1_2,Q13.1_3,Q13.1_4,Q14.1_1,Q14.1_2,Q14.1_3,Q14.1_4,Q15.1_1,Q15.1_2,Q15.1_3,Q15.1_4,Q16.1_1,Q16.1_2,Q16.1_3,Q16.1_4,Q17.1_1,Q17.1_2,Q17.1_3,Q17.1_4,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q19.1_1,Q19.1_2,Q19.1_3,Q19.1_4,Q20.1_1,Q20.1_2,Q20.1_3,Q20.1_4,Q21.1_1,Q21.1_2,Q21.1_3,Q21.1_4,Q22.1_1,Q22.1_2,Q22.1_3,Q22.1_4,Q23.1_1,Q23.1_2,Q23.1_3,Q23.1_4,Q24.1_1,Q24.1_2,Q24.1_3,Q24.1_4,Q25.1_1,Q25.1_2,Q25.1_3,Q25.1_4,Q26.1_1,Q26.1_2,Q26.1_3,Q26.1_4,Q27.1_1,Q27.1_2,Q27.1_3,Q27.1_4,Q28.1_1,Q28.1_2,Q28.1_3,Q28.1_4,Q29.1_1,Q29.1_2,Q29.1_3,Q29.1_4,Q30.1_1,Q30.1_2,Q30.1_3,Q30.1_4,Q31.1_1,Q31.1_2,Q31.1_3,Q31.1_4,Q32.1_1,Q32.1_2,Q32.1_3,Q32.1_4,Q33.1_1,Q33.1_2,Q33.1_3,Q33.1_4,Q34.1_1,Q34.1_2,Q34.1_3,Q34.1_4,Q35.1_1,Q35.1_2,Q35.1_3,Q35.1_4,Q36.1_1,Q36.1_2,Q36.1_3,Q36.1_4,Q37.1_1,Q37.1_2,Q37.1_3,Q37.1_4,Q38.1_1,Q38.1_2,Q38.1_3,Q38.1_4,Q39.1_1,Q39.1_2,Q39.1_3,Q39.1_4,Q40.1_1,Q40.1_2,Q40.1_3,Q40.1_4,Q41.1_1,Q41.1_2,Q41.1_3,Q41.1_4,Q42.1_1,Q42.1_2,Q42.1_3,Q42.1_4,Q43.1_1,Q43.1_2,Q43.1_3,Q43.1_4,Q44.1_1,Q44.1_2,Q44.1_3,Q44.1_4,Q45.1_1,Q45.1_2,Q45.1_3,Q45.1_4,Q46.1_1,Q46.1_2,Q46.1_3,Q46.1_4,Q47.1_1,Q47.1_2,Q47.1_3,Q47.1_4,Q48.1_1,Q48.1_2,Q48.1_3,Q48.1_4,Q49.1_1,Q49.1_2,Q49.1_3,Q49.1_4,Q50.1_1,Q50.1_2,Q50.1_3,Q50.1_4,Q51.1_1,Q51.1_2,Q51.1_3,Q51.1_4,Q52.1_1,Q52.1_2,Q52.1_3,Q52.1_4,Q53.1_1,Q53.1_2,Q53.1_3,Q53.1_4,Q54.1_1,Q54.1_2,Q54.1_3,Q54.1_4,Q55.1_1,Q55.1_2,Q55.1_3,Q55.1_4,Q56.1_1,Q56.1_2,Q56.1_3,Q56.1_4,Q57.1_1,Q57.1_2,Q57.1_3,Q57.1_4,Q58.1_1,Q58.1_2,Q58.1_3,Q58.1_4,Q59.1_1,Q59.1_2,Q59.1_3,Q59.1_4,Q60.1_1,Q60.1_2,Q60.1_3,Q60.1_4,Q61.1_1,Q61.1_2,Q61.1_3,Q61.1_4,Q62.1_1,Q62.1_2,Q62.1_3,Q62.1_4,Q63.1,Q63.2
20/04/2021 18:43,20/04/2021 18:54,IP Address,47.148.184.214,100,659,TRUE,20/04/2021 18:54,R_BFFsV9vUFZktb1f,,,,,34.03489685,-117.6184998,anonymous,EN,"I agree to participate, begin the study",25 - 34,Liberal,Male,Somewhat strongly,White,,,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?,Trust: How angry is the Tweet?",,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,9,7,0,0,8,,,,,,,,,4,5,3,7,,,,,3,9,5,0,,,,,0,6,7,6,,,,,,,,,1,5,5,2,0,9,8,0,0,7,9,0,0,9,8,0,3,8,5,0,0,7,8,0,0,9,6,0,,,,,,,,,,,,,7,2,0,7,5,3,1,9,5,4,1,7,,,,,,,,,7,0,0,9,6,0,0,8,4,2,1,7,,,,,,,,,8,1,0,8,0,9,8,0,,,,,3,2,0,7,8,7,1,7,,,,,7,5,1,8,,,,,3,2,0,8,1,8,7,2,3,9,4,0,1,7,6,3,3,6,3,6,2,7,3,0,,,,,,,,,,,,,,,,,1,8,6,0,,,,,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
20/04/2021 18:50,20/04/2021 19:03,IP Address,104.11.61.83,100,736,TRUE,20/04/2021 19:03,R_2CO3CNmOtsiQAUB,,,,,37.95770264,-122.0756989,anonymous,EN,"I agree to participate, begin the study",45 - 54,Liberal,Male,Somewhat strongly,White,,,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?,Trust: How angry is the Tweet?",8,0,0,10,5,0,0,10,5,0,0,10,6,0,0,8,10,0,0,6,5,3,0,8,,,,,,,,,2,6,0,0,1,8,0,0,,,,,0,8,0,0,,,,,0,6,2,0,,,,,0,10,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,6,6,0,0,9,,,,,,,,,,,,,,,,,,,,,0,8,0,0,,,,,6,2,0,5,5,2,0,4,,,,,1,6,0,3,,,,,2,7,0,4,,,,,,,,,3,1,0,5,2,3,0,2,0,8,0,2,,,,,0,6,3,0,,,,,,,,,1,9,3,,6,3,0,2,,,,,2,5,0,2,,,,,0,6,0,0,0,8,1,0,1,7,0,0,,,,,5,3,0,2,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
20/04/2021 18:53,20/04/2021 19:08,IP Address,24.236.228.93,100,904,TRUE,20/04/2021 19:08,R_3L4LRn5jKJsI2qL,,,,,43.03520203,-83.52480316,anonymous,EN,"I agree to participate, begin the study",55 - 64,Extremely liberal,Female,Somewhat strongly,White,,,Independent,Democrats,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",10,0,0,9,,,,,,,,,,,,,,,,,,,,,10,0,0,9,,,,,,,,,0,8,0,0,,,,,,,,,,,,,10,0,0,0,0,10,2,0,0,10,1,0,1,10,1,0,0,10,2,0,0,10,2,0,,,,,,,,,8,3,0,0,,,,,,,,,,,,,,,,,3,0,0,10,10,1,0,10,10,0,0,9,,,,,7,0,0,10,0,10,0,0,,,,,10,0,0,9,4,0,0,10,3,0,0,10,10,1,0,10,6,0,0,10,0,10,0,0,0,9,9,0,10,0,0,10,,,,,,,,,0,10,0,0,10,0,1,8,,,,,,,,,0,10,0,0,,,,,,,,,2,9,0,0,,,,,,,,,0,10,0,0,0,10,0,0,,,,,0,10,0,1,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
20/04/2021 18:57,20/04/2021 19:11,IP Address,99.20.84.61,100,835,TRUE,20/04/2021 19:11,R_248hoREYMRdvXLo,,,,,32.88760376,-97.21320343,anonymous,EN,"I agree to participate, begin the study",45 - 54,Slightly liberal,Female,Very strongly,Black or African American,,,Democrat,,"Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,5,9,8,3,4,8,6,7,5,4,8,7,,,,,4,7,2,6,,,,,,,,,3,7,6,4,,,,,3,8,9,4,2,8,9,3,3,9,7,5,,,,,,,,,,,,,,,,,,,,,,,,,3,8,9,6,3,7,9,2,,,,,2,9,7,8,3,9,7,2,4,8,6,3,,,,,,,,,,,,,,,,,4,8,9,3,3,9,8,2,,,,,7,5,9,8,,,,,,,,,5,9,7,3,,,,,4,9,8,5,,,,,8,7,9,7,3,7,6,4,,,,,,,,,,,,,8,7,9,6,7,8,6,6,7,9,8,3,6,5,8,7,,,,,3,8,7,4,6,7,5,7,,,,,4,7,8,3,,,,,,,,,6,9,7,7,5,7,6,7,8,3,4,6,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
20/04/2021 19:40,20/04/2021 20:06,IP Address,108.196.136.202,100,1535,TRUE,20/04/2021 20:06,R_3szURtElrE3uYOP,,,,,29.2243042,-94.96369934,anonymous,EN,"I agree to participate, begin the study",25 - 34,Liberal,Male,Not very strongly,White,,,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",4,1,0,7,5,0,0,5,,,,,,,,,,,,,,,,,4,0,0,9,5,0,0,8,,,,,,,,,3,0,0,8,2,6,3,0,,,,,4,4,1,0,0,7,5,0,2,5,3,0,2,5,3,1,,,,,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,2,0,0,8,3,0,0,9,,,,,,,,,5,0,0,10,0,5,5,0,5,0,0,8,4,3,0,5,2,2,0,8,,,,,4,3,0,4,,,,,,,,,0,7,7,1,5,1,0,4,5,3,1,7,,,,,,,,,4,3,1,4,2,4,4,2,1,8,5,0,3,1,0,6,1,5,3,2,,,,,1,4,3,3,,,,,1,3,0,2,,,,,,,,,,,,,0,7,7,1,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
20/04/2021 19:48,20/04/2021 20:04,IP Address,68.103.170.223,100,945,TRUE,20/04/2021 20:04,R_2Yy8fR2fwadheev,,,,,37.06759644,-97.03569794,anonymous,EN,"I agree to participate, begin the study",25 - 34,Moderate,Male,Very strongly,White,,,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,0,0,0,6,0,5,0,0,0,7,0,0,,,,,1,4,0,1,,,,,0,6,0,2,2,5,0,0,0,7,0,0,0,6,0,0,0,6,0,0,,,,,,,,,0,5,2,0,,,,,2,4,0,2,1,5,0,0,,,,,,,,,0,0,0,7,,,,,,,,,2,4,0,3,,,,,,,,,,,,,,,,,0,5,0,3,2,0,0,6,4,0,0,5,5,0,0,2,0,4,6,2,,,,,,,,,1,2,0,3,0,6,0,2,0,5,1,3,,,,,,,,,,,,,,,,,,,,,0,6,0,1,,,,,2,2,0,5,,,,,0,7,3,0,0,6,2,0,0,7,0,0,0,6,0,0,0,6,0,2,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
20/04/2021 19:59,20/04/2021 20:13,IP Address,155.186.85.48,100,801,TRUE,20/04/2021 20:13,R_1DYZvBbaemCtGLX,,,,,34.13699341,-118.2375946,anonymous,EN,"I agree to participate, begin the study",25 - 34,Extremely liberal,Female,Very strongly,White,,,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",8,1,1,8,2,1,1,9,3,2,2,10,3,1,1,9,,,,,4,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,3,10,6,1,,,,,,,,,,,,,,,,,,,,,1,8,6,1,1,6,7,1,,,,,4,5,2,3,,,,,2,9,1,2,5,1,0,8,6,1,1,7,,,,,,,,,1,7,1,8,4,2,2,6,7,1,1,6,,,,,,,,,,,,,,,,,6,2,1,9,,,,,6,3,1,6,4,1,1,7,,,,,2,5,3,5,2,9,5,1,4,4,1,1,,,,,,,,,,,,,,,,,3,9,2,3,2,6,5,2,3,7,1,2,3,7,3,4,4,2,1,5,1,6,5,1,,,,,2,7,3,1,,,,,4,4,1,1,1,7,4,3,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
20/04/2021 20:01,20/04/2021 20:09,IP Address,96.41.97.74,100,496,TRUE,20/04/2021 20:09,R_4I9JQJBl23v938J,,,,,34.1230011,-117.8988037,anonymous,EN,"I agree to participate, begin the study",35 - 44,Extremely liberal,Female,Very strongly,Asian,,,Democrat,,"Fear: Is the politician inciting fear?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,,,,,6,0,0,3,,,,,0,0,0,9,7,0,0,4,,,,,4,4,0,0,0,9,0,0,3,1,0,8,,,,,,,,,4,0,0,0,,,,,,,,,,,,,1,5,0,0,0,9,3,0,0,5,0,0,0,6,2,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,3,0,0,6,7,0,0,10,,,,,,,,,0,6,0,0,4,0,0,6,4,0,0,8,0,0,0,8,0,0,0,8,0,2,0,3,,,,,0,6,0,2,,,,,,,,,,,,,,,,,0,5,0,0,,,,,,,,,2,9,0,0,,,,,0,5,0,0,,,,,,,,,5,0,0,3,,,,,0,7,1,0,0,5,0,0,0,9,0,0,0,6,0,0,3,5,0,1,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
20/04/2021 20:08,20/04/2021 20:14,IP Address,73.116.133.192,100,344,TRUE,20/04/2021 20:14,R_UEg1oePWRoDQEYV,,,,,38.57249451,-121.4701996,anonymous,EN,"I agree to participate, begin the study",25 - 34,Liberal,Female,Very strongly,White,,,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,,,,7,,,,,1,,,7,,,,7,5,,,6,7,,,8,,,,,,,,,,,,,,4,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,5,8,,,,,,,,,,,4,,,,4,,7,1,,,6,2,,,8,2,,,8,,,,,3,,,6,,,,,,,,,,,,7,,,0,7,0,0,0,4,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,4,,,4,,,,,0,1,4,1,7,0,1,1,0,3,0,0,0,4,2,0,,,,,,1,,,,,,,,2,,,,4,3,,,,,,,,,,,,3,,1,3,1,1,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
20/04/2021 20:19,20/04/2021 20:29,IP Address,99.56.2.109,100,571,TRUE,20/04/2021 20:29,R_3fSEoN8qf0B1s3G,,,,,33.97329712,-84.22309875,anonymous,EN,"I agree to participate, begin the study",18 - 24,Liberal,Female,Very strongly,Asian,,,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,5,1,0,9,0,0,0,10,,,,,,,,,,,,,,,,,7,0,0,9,,,,,1,10,5,0,,,,,,,,,,,,,7,8,0,0,0,8,9,0,,,,,5,9,7,0,5,8,5,0,,,,,5,5,3,0,,,,,5,10,0,0,1,8,10,0,6,10,3,0,,,,,,,,,,,,,,,,,,,,,2,8,0,5,5,3,0,10,5,10,6,0,3,7,0,8,8,5,0,7,5,8,0,8,2,0,0,8,8,5,0,3,6,7,0,8,,,,,0,9,9,0,,,,,5,8,3,2,4,2,1,6,,,,,5,3,1,2,2,8,8,2,,,,,,,,,,,,,2,9,1,1,,,,,7,0,0,5,,,,,,,,,0,9,3,1,2,8,0,0,,,,,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 12:55,IP Address,172.251.66.24,100,259,TRUE,21/04/2021 12:55,R_3F4BNdj6TSF6ADr,,,,,33.76150513,-118.0763016,anonymous,EN,"I agree to participate, begin the study",25 - 34,Liberal,Male,Somewhat strongly,White,Interested,4 year degree,Democrat,,"Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,,,,,,,,,2,0,0,1,,,,,,,,,1,0,0,3,0,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,,,,,,,,0,2,0,0,0,3,0,0,,,,,,,,,,,,,0,5,0,0,0,3,0,0,,,,,,,,,,,,,1,0,0,1,,,,,1,0,0,0,,,,,2,0,0,3,,,,,4,0,0,2,0,3,0,0,2,1,0,1,1,0,0,0,1,0,0,1,,,,,2,1,0,2,,,,,1,0,0,1,,,,,1,2,0,0,,,,,,,,,0,2,0,1,0,2,0,0,,,,,2,0,0,2,2,1,0,2,,,,,1,1,0,0,,,,,1,0,0,0,0,2,0,0,,,,,0,3,0,0,,,,,2,0,0,2,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 12:57,IP Address,47.153.246.4,100,378,TRUE,21/04/2021 12:57,R_3lXmSnEWyik3JYY,,,,,35.26089478,-116.6961975,anonymous,EN,"I agree to participate, begin the study",18 - 24,Liberal,Female,Very strongly,Hispanic,Somewhat interested,2 year degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?,Trust: How angry is the Tweet?",3,0,0,5,8,0,0,4,1,0,0,5,,,,,,,,,0,0,0,7,6,0,0,7,,,,,,,,,,,,,3,0,0,1,,,,,,,,,6,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,0,2,1,0,0,2,1,0,,,,,0,5,1,0,,,,,,,,,,,,,,,,,3,0,0,7,,,,,0,1,0,5,8,0,0,8,0,4,1,0,,,,,5,0,0,6,4,0,0,3,8,0,0,6,,,,,0,0,0,5,0,2,2,0,1,3,0,1,8,0,0,5,,,,,,,,,,,,,,,,,,,,,0,4,4,0,1,7,0,8,0,5,1,0,3,5,0,4,8,1,0,5,1,0,0,7,3,0,0,2,,,,,,,,,,,,,,,,,0,0,0,9,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 12:58,IP Address,174.192.146.23,100,437,TRUE,21/04/2021 12:58,R_3LcoaojilpEzJmL,,,,,42.11120605,-88.04389954,anonymous,EN,"I agree to participate, begin the study",35 - 44,Conservative,Female,Very strongly,White,Interested,High school graduate,Republican,,"Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?",,,,,7,7,6,7,,,,,,,,,8,7,8,8,,,,,,,,,8,8,7,8,7,7,7,6,7,7,7,7,,,,,7,7,7,7,6,6,6,3,5,5,5,5,,,,,7,6,5,5,,,,,5,7,7,5,8,8,8,8,,,,,,,,,8,8,7,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,5,6,6,5,8,8,7,8,,,,,7,7,7,7,,,,,7,7,5,5,,,,,,,,,8,6,6,9,,,,,2,6,7,4,,,,,,,,,,,,,2,6,7,9,4,7,7,5,,,,,7,7,5,5,,,,,6,6,6,5,,,,,4,4,7,7,7,6,6,8,8,6,6,9,3,8,8,6,7,7,7,7,3,8,8,3,7,7,7,8,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 12:58,IP Address,24.90.218.33,100,507,TRUE,21/04/2021 12:58,R_3lXCwhlRhzYbTxl,,,,,40.71229553,-73.79850006,anonymous,EN,"I agree to participate, begin the study",18 - 24,Moderate,Male,Very strongly,Black or African American,Not very interested,High school graduate,Independent,Democrats,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",6,0,0,6,,,,,,,,,0,0,0,6,3,0,0,7,0,0,0,8,,,,,,,,,,,,,0,10,7,0,4,0,0,7,,,,,,,,,,,,,0,10,6,0,,10,6,,,,,,,10,6,,,,,,,,,,0,10,4,0,0,10,3,0,0,10,8,0,0,10,3,0,,,,,3,0,0,7,,,,,,,,,,,,,,,,,,,,,0,10,4,0,,,,,1,1,0,6,3,0,0,9,,,,,,8,6,3,,,,,0,10,10,0,0,8,10,0,,,,,,,,8,0,0,0,7,,5,1,5,,,,5,,,,5,2,10,,4,,,,,,,,,,,,,,,,,0,0,0,5,,10,3,,,10,7,,,,,,,,,,10,9,,4,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 12:59,IP Address,72.183.248.248,100,523,TRUE,21/04/2021 12:59,R_2U5uEV9W4Awqsju,,,,,31.77029419,-106.3005981,anonymous,EN,"I agree to participate, begin the study",25 - 34,Extremely conservative,Female,Very strongly,White,Very interested,4 year degree,Republican,,"Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: How angry is the Tweet?",,,,,10,1,0,10,,,,,3,0,0,10,,,,,0,0,0,10,,,,,,,,,,,,,5,5,0,1,0,0,0,10,9,0,0,5,,,,,10,0,0,5,,,,,2,3,0,3,,,,,10,0,0,0,,,,,,,,,0,5,8,0,3,0,0,0,0,4,0,3,0,4,1,0,,,,,10,0,0,10,,,,,,,,,,,,,,,,,,,,,0,6,6,0,10,0,0,9,0,0,0,10,0,0,0,10,,,,,5,0,0,10,5,0,0,10,0,5,7,2,0,9,10,0,5,0,0,10,,,,,,,,,,,,,,,,,3,0,0,10,,,,,,,,,0,5,0,0,0,4,0,4,0,5,5,0,,,,,,,,,0,5,5,0,,,,,0,5,2,3,0,10,10,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:00,IP Address,96.239.112.140,100,600,TRUE,21/04/2021 13:00,R_tGsknPdH9Gve5up,,,,,40.62860107,-73.93900299,anonymous,EN,"I agree to participate, begin the study",55 - 64,Liberal,Female,Very strongly,White,Very interested,4 year degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",2,1,0,8,,,,,,,,,4,0,0,6,,,,,1,0,0,7,,,,,,,,,,,,,,,,,3,1,0,5,,,,,,,,,2,1,0,0,,,,,,,,,2,2,0,0,,,,,1,3,1,0,1,3,1,0,,,,,2,2,0,0,,,,,1,4,0,0,0,3,0,6,,,,,1,0,0,7,1,0,0,8,6,0,0,3,6,0,0,5,,,,,,,,,,,,,2,0,0,7,,,,,1,0,0,7,1,0,0,7,,,,,0,2,0,2,,,,,3,0,0,4,5,0,0,3,0,1,0,0,,,,,0,5,0,0,0,3,1,0,2,3,5,0,0,4,0,0,,,,,4,0,0,2,,,,,,,,,,,,,0,4,1,0,0,3,0,0,,,,,,,,,2,4,0,0,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:00,IP Address,172.11.220.144,100,626,TRUE,21/04/2021 13:00,R_R9thnpHmWDpBNDP,,,,,39.64379883,-84.17430115,anonymous,EN,"I agree to participate, begin the study",35 - 44,Moderate,Male,Very strongly,White,Not very interested,4 year degree,Independent,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Trust: Is the politician expressing trust?",7,1,0,5,,,,,0,0,0,9,1,0,0,6,,,,,,,,,2,0,0,6,,,,,,,,,,,,,6,0,0,6,,,,,7,0,0,0,9,2,0,0,,,,,,,,,0,0,2,0,,,,,0,0,5,0,,,,,,,,,,,,,0,6,0,0,0,0,0,0,,,,,0,0,0,7,,,,,0,0,0,8,3,0,0,6,0,0,0,7,,,,,,,,,2,0,0,6,0,0,0,3,,,,,,,,,5,0,0,0,2,0,0,5,,,,,,,,,,,,,,,,,,,,,0,2,0,0,,,,,0,5,5,0,0,6,7,0,0,6,0,0,0,6,0,0,1,2,0,0,0,0,0,0,,,,,0,0,0,0,0,8,4,0,0,0,0,0,,,,,0,7,3,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:01,IP Address,24.147.244.248,100,635,TRUE,21/04/2021 13:01,R_1pPt5A6nn5O9vfx,,,,,42.37249756,-71.18139648,anonymous,EN,"I agree to participate, begin the study",35 - 44,Conservative,Male,Very strongly,Asian,Somewhat interested,Graduate degree,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,6,0,0,6,,,,,,,,,7,2,0,3,1,0,0,1,,,,,,,,,,,,,2,6,2,0,,,,,3,8,3,0,,,,,6,2,0,1,,,,,,,,,5,7,3,1,,,,,,,,,3,6,3,0,1,9,4,0,5,5,0,0,0,10,7,0,,,,,1,0,0,5,5,1,0,3,6,0,0,7,3,0,0,7,,,,,,,,,,,,,,,,,5,0,0,5,,,,,5,0,0,6,5,0,0,7,5,0,0,7,6,0,0,3,0,5,5,1,0,8,5,0,,,,,5,1,0,5,3,0,0,5,,,,,,,,,,,,,2,6,1,3,,,,,2,5,1,1,,,,,,,,,3,0,0,3,,,,,,,,,,,,,4,5,1,1,3,3,5,0,3,2,0,5,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:50,21/04/2021 13:01,IP Address,68.225.172.109,100,695,TRUE,21/04/2021 13:01,R_3FLjL143ta10Zt4,,,,,41.23150635,-96.05190277,anonymous,EN,"I agree to participate, begin the study",45 - 54,Slightly conservative,Male,Very strongly,White,Somewhat interested,Some graduate training,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,6,1,0,10,,,,,,,,,6,4,,9,2,1,0,10,,,,,,,,,,,,,0,9,2,0,,,,,0,10,3,0,,,,,1,8,2,0,,,,,,,,,4,1,,5,,,,,,,,,,6,5,,0,10,3,0,3,5,0,0,,7,7,,,,,,0,6,,6,3,1,0,8,4,,,6,4,0,,10,,,,,,,,,,,,,,,,,4,,,7,2,3,1,6,,,,,3,4,,9,,,,,,,,,,,,,,,,,4,2,,8,1,5,2,3,,,,,,,,,0,6,3,1,,,,,,,,,,9,4,,,,,,1,9,2,2,,9,6,,,,,,1,8,3,,,8,9,1,,8,3,,,7,2,1,7,,,6,9,,,6,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
